State,ForeignBornPop,NaturalizedCitizen,NotCitizen,ForeignBornExSea,Europe,Asia,Africa,Oceania,LatinAmerica,NorthernAmerica,Male,Female,Under5,FiveTo17,EighteenTo24,TwentyFiveTo44,FortyFiveTo54,FiftyFiveTo64,SixtyFiveTo74,SeventyFiveTo84,EightyFivePlus,MedianAge,OneRace,White,Black,AmerIndianAlaska,Asian,NativeHawaiianPacific,OtherRace,TwoOrMoreRaces,Pop25Plus,LessThanHS,HSGrad,SomeCollegeAssoc,Bachelor,GradProfDegree,Pop16Plus,InLaborForce,CivilianLaborForce,Employed,Unemployed,PercentCivilianLabor,ArmedForces,NotInLaborForce,ManagementBusinessScienceArts,Service,SalesOffice,NatResourceConstruction,ProductionTransport,Pop16PlusEarnings,Income1To9999,Income10kTo14999,Income15kTo24999,Income25kTo34999,Income35kTo49999,Income50kTo74999,Income75kPlus
Nebraska,"143,331",39.3%,60.7%,"143,331",7.5%,27.9%,9.1%,0.4%,53.8%,1.3%,52.0%,48.0%,0.7%,8.7%,9.1%,47.1%,16.2%,9.7%,6.0%,1.8%,0.8%,37.7%,98.1%,53.9%,9.4%,0.2%,23.6%,0.1%,10.8%,1.9%,"116,841",40.1%,21.1%,16.0%,11.8%,10.9%,"132,791",72.7%,72.6%,68.6%,4.0%,5.5%,0.2%,27.3%,24.6%,19.2%,12.2%,13.6%,30.4%,"66,814",1.0%,3.6%,17.2%,28.8%,23.4%,15.2%,10.7%
